DNR_ID_Site_Number,Year,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME,MAJOR_WATERSHED,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
27067500-01,2005,-2.656883421,0.524993605,1.089,0.222333583,0,2,0,3,3,0,0,1,0,0,0,7,2,0,1,Pamela Pond,Mississippi River - Twin Cities,-93.33238313,44.89246835,8,10,3.875,2.5,C,Pamela Pond-1,512,,,0,0,283850,98175,0,0,0,0,432,0,0,163500,132350,2958,1160,14,0
27069300-01,2011,-3.329786849,0.5926737,1.677777778,0.248886409,8,1,0,0,0,0,0,0,1,0,1,6,2,0,0,Hidden Lake,Mississippi River - Twin Cities,-93.4275308,44.99311986,9,9,1.111111111,2.111111111,B,Hidden Lake-1,462,4.632978261,4.831867441,0,0,120000,121875,0,0,0,0,334,0,0,112650,89225,1392,1593,12,0
27071100-01,2004,-3.351836276,0.39509792,1.275,0.291547595,0,1,1,6,0,0,0,0,1,0,2,2,4,0,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,8,8,3.625,2.25,B,Westwood Lake-1,211,,,0,0,304600,146200,0,0,0,0,167,0,0,169450,121000,3919,1856,2,0
27071100-01,2005,-2.687659344,0.887243343,1.4,0.202072594,0,1,1,2,1,0,0,1,0,0,0,4,0,1,1,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,5,6,3.6,2.833333333,C,Westwood Lake-1,221,,,0,0,315600,153700,0,0,0,0,167,0,0,178000,137500,4199,2027.75,8,0
27071100-01,2006,-2.169060138,0.759765736,1.3125,0.285043856,1,0,0,7,0,0,0,1,0,0,1,6,1,0,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,8,8,3.625,2,C,Westwood Lake-1,204,,,0,0,358200,152225,0,0,0,0,167,0,0,194130,157318,4560,1852.5,10,0
27071100-01,2007,-3.35582473,0.164629807,1.3625,0.311390889,0,1,0,5,1,0,0,1,0,0,1,3,1,1,1,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,7,7,3.857142857,2.714285714,C,Westwood Lake-1,202,2.093960396,13.82979062,0,0,397050,207175,0,0,0,0,165,0,0,217900,160954,4912,2138,4,0
27071100-01,2008,-3.528084338,0.197559698,1.192857143,0.38775913,0,2,1,4,0,0,0,0,1,0,0,4,3,0,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,7,7,3.285714286,2.428571429,B,Westwood Lake-1,203,2.053399015,13.79252419,0,0,400200,212400,0,0,0,0,167,0,0,221500,166354,4802,2130,4,0
27071100-01,2009,-3.293779745,0.425495803,1.033333333,0.265832027,1,1,1,4,0,0,0,1,0,0,3,2,1,1,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,7,7,3.142857143,2,C,Westwood Lake-1,205,2.030487805,13.70127809,0,0,400200,217300,1545,2070,0,0,166,0,0,226750,183750,5094,2343,2,0
27071100-01,2010,-3.814211897,0.155817561,1.325,0.222673154,1,1,1,6,0,0,0,0,1,0,1,4,3,1,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,9,9,3.333333333,2.444444444,B,Westwood Lake-1,205,2.030487805,13.70127809,0,0,400200,237700,1545,2070,0,0,166,0,0,221500,207700,5221,2416,8,0
27071100-01,2011,-3.380626936,0.221216157,1.08375,0.419317047,1,2,0,6,0,0,0,1,0,0,1,3,3,2,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,9,9,3.222222222,2.666666667,C,Westwood Lake-1,205,2.030487805,13.70127809,0,0,386400,233500,1545,2070,0,0,166,0,0,221500,207700,5435,2814,4,0
27071100-01,2012,-3.068986617,1.327726497,1.275,0.163554272,2,0,3,1,0,0,0,1,0,0,2,3,1,0,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,6,6,2.5,1.833333333,C,Westwood Lake-1,205,2.030487805,13.70127809,0,0,378500,240100,1545,2070,0,0,164,0,0,232000,224650,5734,3232,8,0
27071100-01,2013,-3.304334357,0.74175052,1.4,0.115470054,2,2,2,7,0,0,0,0,0,0,0,5,5,3,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,13,13,3.076923077,2.846153846,F,Westwood Lake-1,205,2.030487805,13.70127809,0,0,351600,222900,1545,2070,0,0,168,0,0,246500,233755.5,5414,3016,10,0
27071100-01,2014,-3.609584195,0.36070601,1.545454546,0.30777796,5,4,0,0,0,0,0,0,0,0,7,4,0,0,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,9,11,1.444444444,1.363636364,F,Westwood Lake-1,205,2.030487805,13.70127809,0,0,339300,221250,1545,2070,0,0,170,0,0,249000,227918.5,5514,3270,6,0
27073400-01,2014,-3.522350946,0.938224938,1.091666667,0.188092498,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,Crane Lake,Mississippi River - Twin Cities,-93.42614254,44.96867078,0,12,,1.75,F,Crane Lake-1,214,1.824622642,5.462859896,0,0,247000,187900,1248,1688,0,0,152,0,0,223750,203600,3625,3334.25,12,0
27104501-01,2006,-2.763927693,0.173898091,1.12,0.294957624,0,0,0,0,5,0,0,1,0,0,0,0,0,3,2,Normandale Lake,Lower Minnesota River,-93.35252741,44.84884412,5,5,5,4.4,C,Normandale Lake-1,385,,,0,0,381100,473800,0,0,0,0,256,0,0,341200,264861.5,4923,5443,13,0
27104501-01,2007,-3.189538866,0.24333779,1.333333333,0.680685929,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,Normandale Lake,Lower Minnesota River,-93.35252741,44.84884412,3,3,3.666666667,3.333333333,B,Normandale Lake-1,384,2.142395833,5.720189747,0,0,407050,504200,0,0,0,0,247,0,0,344400,261886.5,5047,5666.25,12,0
27104501-01,2009,-3.278753948,0.414507831,2.427272727,0.366990215,0,0,0,11,0,0,0,0,1,0,3,2,4,2,0,Normandale Lake,Lower Minnesota River,-93.35252741,44.84884412,11,11,4,2.454545455,B,Normandale Lake-1,514,1.974124514,4.952884968,0,0,345500,493000,0,0,0,0,336,0,0,365000,275140,4793,6028,8,0
27104501-01,2010,-2.913582304,0.469391086,1.730769231,0.627673768,0,0,0,12,0,0,0,1,0,0,3,1,8,1,0,Normandale Lake,Lower Minnesota River,-93.35252741,44.84884412,12,13,4,2.538461539,C,Normandale Lake-1,511,1.978825832,4.924218719,0,0,319000,463700,0,0,0,0,332,0,0,366100,267972,4881,6158,8,0
27104501-01,2011,-2.793577228,0.40856541,1.4875,0.598062347,0,0,0,3,5,0,0,1,0,0,0,2,0,2,4,Normandale Lake,Lower Minnesota River,-93.35252741,44.84884412,8,8,4.625,4,C,Normandale Lake-1,511,1.978825832,4.924218719,0,0,306200,433300,0,0,0,0,334,0,0,365000,257705.5,4892,6181,10,0
27104501-01,2012,-2.570955357,0.678503382,1.257142857,0.410842073,0,0,0,11,3,0,0,1,0,0,0,6,6,1,1,Normandale Lake,Lower Minnesota River,-93.35252741,44.84884412,14,14,4.214285714,2.785714286,C,Normandale Lake-1,511,1.978825832,4.924218719,0,0,296200,420200,0,0,0,0,339,0,0,370550,241000,4853,6223,16,0
62000100-01,2004,-3.558374734,0.278396184,2.351428571,0.480848853,0,6,1,0,0,0,0,0,2,0,0,5,2,0,0,Silver Lake,Lower St. Croix River,-92.98615998,45.02818484,7,7,2.142857143,2.285714286,B,Silver Lake-1,868,0.533493976,1.692684299,0,0,198600,68550,1124,1588,0,0,805,581,6,130000,68912.5,1998,709.5,14,0
62000100-01,2005,-3.345431409,0.228321065,2.264,0.377651074,0,1,5,1,0,0,0,0,1,1,0,4,3,0,0,Silver Lake,Lower St. Croix River,-92.98615998,45.02818484,7,7,3,2.428571429,B,Silver Lake-1,870,0.532857143,1.690383894,0,0,212200,74900,1124,1603,0,2,805,581,4,134900,72700,2108,700,26,0
62000100-01,2006,-3.250094988,0.555047601,2.608578947,0.883316561,4,2,7,5,1,0,0,1,1,0,5,4,4,6,0,Silver Lake,Lower St. Croix River,-92.98615998,45.02818484,19,19,2.842105263,2.578947368,C,Silver Lake-1,869,0.43661157,0.676959568,0,0,215700,84300,1284,667.5,0,2,761,580,4,152000,95910.25,2157,745.5,32,0
62000100-01,2007,-3.372355298,0.52438895,2.024714286,0.437515986,2,3,2,0,0,0,0,1,0,0,0,5,2,0,0,Silver Lake,Lower St. Croix River,-92.98615998,45.02818484,7,7,2,2.285714286,C,Silver Lake-1,873,,,0,0,229100,78800,1130,1621.5,0,244,550,584,4,162000,117100,2338,874,14,0
62000100-01,2008,-2.990735158,0.892072698,2.220857143,0.276075128,1,3,2,1,0,0,0,1,0,0,1,4,2,0,0,Silver Lake,Lower St. Croix River,-92.98615998,45.02818484,7,7,2.428571429,2.142857143,C,Silver Lake-1,875,0.415413223,0.631706536,0,0,231700,79600,1180,1678,0,244,552,592,4,162690,116000,2804,183087.5,10,0
62000100-01,2009,-3.394750303,0.249064211,1.785285714,0.301070155,0,6,1,0,0,0,0,0,1,0,1,6,0,0,0,Silver Lake,Lower St. Croix River,-92.98615998,45.02818484,7,7,2.142857143,1.857142857,B,Silver Lake-1,878,0.506807298,1.577068281,0,0,219400,73775,1301,684.5,0,877,0,594,4,162690,119175,2888,164774,6,0
62000100-01,2010,,,1.654285714,0.187159214,0,2,4,1,0,0,0,0,0,0,0,6,1,0,0,Silver Lake,Lower St. Croix River,-92.98615998,45.02818484,7,7,2.857142857,2.142857143,F,Silver Lake-1,876,0.508224513,1.5832898,0,0,201600,71700,1296,690,0,6,694,794,4,162000,105000,2401,1123.5,18,0
62000200-01,2004,-2.920765571,0.486550228,1.212,0.632666315,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Bald Eagle Lake,Mississippi River - Twin Cities,-93.01440847,45.11065258,0,0,,,C,Bald Eagle Lake-1,781,0.621472471,2.031259306,0,0,234400,189600,1580,1004,0,0,674,688,7,163000,123500,,,20,0
62000200-01,2005,-2.582503056,0.594477838,1.15,0.768505042,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Bald Eagle Lake,Mississippi River - Twin Cities,-93.01440847,45.11065258,0,0,,,D,Bald Eagle Lake-1,779,0.622939666,2.033661573,0,0,255300,196400,1594,1000,0,0,660,691,7,176000,160725,,,21,0
62003600-01,2008,-2.068680338,0.546856458,0.410769231,0.23153335,0,1,0,7,0,1,0,0,0,0,2,2,2,4,0,Priebe Lake,Mississippi River - Twin Cities,-92.9880619,45.05526734,8,10,3.75,2.8,F,Priebe Lake-1,786,0.35302521,0.268115061,0,0,231700,30800,1392,625,0,120,652,666,0,160000,110000,2398,709,8,0
62003600-01,2009,-2.044910777,0.316069701,0.425,0.191499928,0,2,0,7,0,0,1,0,0,0,0,2,2,6,0,Priebe Lake,Mississippi River - Twin Cities,-92.9880619,45.05526734,9,10,3.555555556,3.4,D,Priebe Lake-1,787,0.277031847,0.126686501,0,0,227000,33400,1457,592,0,785,0,666,0,146500,100850,2410,772,12,0
62003600-01,2010,-2.118767263,0.413403151,0.538888889,0.244665304,1,0,0,8,0,0,0,0,0,0,0,1,4,4,0,Priebe Lake,Mississippi River - Twin Cities,-92.9880619,45.05526734,9,9,3.666666667,3.333333333,F,Priebe Lake-1,785,0.277423469,0.127301271,0,0,207300,38000,1457,586,0,0,720,764,0,150000,109000,2380,613.5,8,0
62003600-01,2011,-2.287874753,0.771279649,0.471428571,0.279668171,0,0,1,6,0,0,1,0,0,0,0,2,0,4,1,Priebe Lake,Mississippi River - Twin Cities,-92.9880619,45.05526734,7,7,3.857142857,3.571428571,D,Priebe Lake-1,785,0.277397959,0.127056729,0,0,199900,41850,1265,464,0,2,736,764,0,150125,106100,2511,707,12,0
62003600-01,2012,-1.212628927,0.701163885,0.223333333,0.088694231,0,0,0,7,0,1,0,0,0,0,0,0,0,8,0,Priebe Lake,Mississippi River - Twin Cities,-92.9880619,45.05526734,7,8,4,4,F,Priebe Lake-1,785,0.277372449,0.127041125,0,0,178800,33950,1269,464,0,2,731,764,0,165000,97850,,,15,0
62004901-01,2005,-2.766424746,0.712861381,1.010714286,0.300311975,10,7,1,9,12,1,0,2,0,0,15,11,10,1,2,Langton Lake,Mississippi River - Twin Cities,-93.1815991,45.02926214,39,39,3.153846154,2.076923077,C,Langton Lake-1,109,1.135688073,1.51928429,0,0,239300,232100,1144,1648,0,0,65,65,0,118000,50900,,,0,0
62004901-01,2006,-2.921422552,0.441093969,1.155,0.208944717,1,0,0,8,0,0,0,2,0,0,1,5,6,3,0,Langton Lake,Mississippi River - Twin Cities,-93.1815991,45.02926214,9,15,3.666666667,2.733333333,C,Langton Lake-1,109,,,0,0,239300,232100,1144,1648,0,0,65,65,0,144000,68787.5,2878,796,4,0
62004901-01,2007,-2.961690391,0.360297394,1.117307692,0.226690233,2,4,0,1,0,0,0,2,0,0,3,5,9,5,0,Langton Lake,Mississippi River - Twin Cities,-93.1815991,45.02926214,7,22,2,2.727272727,C,Langton Lake-1,109,,,0,0,249800,165900,1186,1790,0,0,65,65,0,158900,142250,3034,770,4,0
62004901-01,2008,-2.98235864,0.570334272,1.136538462,0.301515403,2,0,0,0,0,0,0,2,0,0,2,4,9,0,0,Langton Lake,Mississippi River - Twin Cities,-93.1815991,45.02926214,2,15,1,2.466666667,C,Langton Lake-1,109,,,0,0,255400,184700,1238,1844,0,0,59,65,0,158900,142250,3062,1006,0,0
62004901-01,2009,-3.162333019,0.434481163,0.99,0.185292562,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,Langton Lake,Mississippi River - Twin Cities,-93.1815991,45.02926214,0,4,,2.5,C,Langton Lake-1,109,1.135688073,1.51928429,0,0,239500,173500,1240,1844,0,109,0,65,0,120750,76785,3092,1023,0,0
62004901-01,2010,-3.251594065,0.290559482,1.035714286,0.249523355,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,Langton Lake,Mississippi River - Twin Cities,-93.1815991,45.02926214,0,2,,1,C,Langton Lake-1,109,1.135688073,1.51928429,0,0,228500,159500,1240,1844,0,0,57,65,0,133750,145400,3092,850,0,0
62004901-01,2011,-2.998869875,0.326569904,1.122222222,0.230639208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Langton Lake,Mississippi River - Twin Cities,-93.1815991,45.02926214,0,0,,,C,Langton Lake-1,109,1.135504587,1.518929622,0,0,212900,98000,1240,1844,0,0,61,65,0,158900,119412.5,2980,1052,2,0
62004901-01,2012,-3.067109716,0.349524414,1.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Langton Lake,Mississippi River - Twin Cities,-93.1815991,45.02926214,0,1,,5,F,Langton Lake-1,109,1.135504587,1.518929622,0,0,188000,104000,1240,1844,0,0,61,65,0,144000,110750,,,1,0
62004901-01,2013,-2.923620297,0.574722323,0.975,0.125830574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Langton Lake,Mississippi River - Twin Cities,-93.1815991,45.02926214,0,0,,,F,Langton Lake-1,109,1.135504587,1.518929622,0,0,192000,96500,1240,1844,0,0,61,65,0,158900,142250,,,2,0
62005400-01,2004,-2.110716142,1.240807316,2.092307692,0.554469023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,McCarrons Lake,Mississippi River - Twin Cities,-93.11192702,44.99779486,0,0,,,C,McCarrons Lake-1,820,0.61502439,1.352136057,0,0,205050,94325,1164,1643,0,2,617,597,38,155000,111000,,,22,0
62005400-01,2005,-3.573146044,0.500983505,4.069230769,1.336902275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,McCarrons Lake,Mississippi River - Twin Cities,-93.11192702,44.99779486,0,0,,,A,McCarrons Lake-1,820,0.611658537,1.348892344,0,0,222200,104600,1179,1669,0,6,623,601,36,168000,121300,,,16,0
62005800-01,2004,-3.025919662,0.439264135,1.625,0.820713975,0,0,0,7,0,0,0,1,0,0,0,4,0,3,0,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,7,7,4,2.857142857,C,Little Johanna Lake-1,259,1.399034749,5.663967458,0,0,266200,88300,1674,918,0,0,225,219,22,191500,99650,,,12,0
62005800-01,2005,-2.729229793,0.19818725,1.62,0.819756061,0,0,0,5,0,0,0,1,0,0,1,2,0,1,1,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,5,5,4,2.8,C,Little Johanna Lake-1,259,1.399034749,5.663967458,0,0,289400,95600,1700,949,0,0,219,221,22,195000,126275,,,10,0
62005800-01,2006,-2.660264464,0.211716497,1.4,0.6,0,0,0,3,0,0,0,1,0,0,0,0,1,2,0,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,3,3,4,3.666666667,C,Little Johanna Lake-1,259,,,0,0,289400,95600,1700,949,0,0,219,221,22,206900,125500,3056,1077,6,0
62005800-01,2008,-3.191406914,0.333854059,1.485714286,0.482951093,0,7,7,0,0,0,0,1,0,0,0,11,3,0,0,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,14,14,2.5,2.214285714,C,Little Johanna Lake-1,255,,,0,0,320900,102800,1741,1017,0,0,215,219,22,207500,127375,3666,1354,0,0
62005800-01,2009,-2.95070441,0.566833946,1.376923077,0.74375606,0,4,7,2,0,0,0,1,0,0,0,9,4,0,0,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,13,13,2.846153846,2.307692308,C,Little Johanna Lake-1,259,1.397644788,5.657976486,0,0,306700,100800,1741,1075,0,259,0,221,20,200000,120100,3596,1303,6,0
62005800-01,2010,-2.78301479,0.261222117,0.8125,0.275619138,0,6,4,1,0,0,0,1,0,0,0,3,7,1,0,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,11,11,2.545454546,2.818181818,C,Little Johanna Lake-1,259,1.398262548,5.657341912,0,0,291900,104700,1777,1105,0,0,202,221,20,201300,130100,3658,1218,8,0
62005800-01,2011,-2.795250281,0.121690237,1.375,0.324251274,0,2,8,0,0,0,0,1,0,0,0,5,4,1,0,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,10,10,2.8,2.6,C,Little Johanna Lake-1,257,1.402451362,5.783598157,0,0,271800,101750,1777,1103,0,0,213,221,18,201300,135100,3696,1379,2,0
62005800-01,2012,-2.880046539,0.337019018,1.746153846,0.666915018,0,7,5,2,0,0,0,1,0,0,2,4,3,4,0,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,14,13,2.642857143,2.692307692,C,Little Johanna Lake-1,257,1.402451362,5.783598157,0,0,251900,104750,1777,1103,0,0,219,221,18,229000,121250,,,14,0
62005800-01,2013,-3.038368462,0.320245169,1.559090909,0.635931672,0,4,4,3,0,0,0,1,0,0,0,7,2,0,0,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,11,9,2.909090909,2.222222222,C,Little Johanna Lake-1,257,1.402451362,5.783598157,0,0,258400,110900,1766,1118,0,0,211,221,18,227747.5,123000,,,12,0
62007100-01,2004,-2.942300096,0.239518534,1.47125,0.528385728,5,5,0,0,0,0,0,1,0,0,0,9,1,0,0,Valentine Lake,Mississippi River - Twin Cities,-93.16496542,45.05824113,10,10,1.5,2.1,C,Valentine Lake-1,282,1.634574468,11.61068498,0,0,278800,105975,2080.5,1255.25,0,0,251,255,0,199999,140900,,,6,0
62007100-01,2005,-2.916267129,0.573478974,1.346666667,0.632672901,2,4,0,3,0,0,0,1,0,0,2,4,3,0,0,Valentine Lake,Mississippi River - Twin Cities,-93.16496542,45.05824113,9,9,2.444444444,2.111111111,C,Valentine Lake-1,282,1.634574468,11.61068498,0,0,287200,99550,2080.5,1255.25,0,0,247,255,0,200900,137168.25,,,6,0
62007100-01,2006,-2.863154758,0.233467415,1.715,0.5305605,4,0,0,6,0,0,0,1,0,0,5,5,0,0,0,Valentine Lake,Mississippi River - Twin Cities,-93.16496542,45.05824113,10,10,2.8,1.5,C,Valentine Lake-1,280,,,0,0,286600,99150,2073,1249.5,0,0,247,253,0,205000,136447,3038,1150,0,0
62007100-01,2007,-2.536249562,0.319139375,1.441666667,0.531752392,2,0,0,10,0,0,0,1,0,0,3,7,2,0,0,Valentine Lake,Mississippi River - Twin Cities,-93.16496542,45.05824113,12,12,3.5,1.916666667,C,Valentine Lake-1,286,,,0,0,304200,111900,2054,1300.5,0,0,245,253,0,228000,138009.25,3448,1366,4,0
62007100-01,2008,-2.840052104,0.345199992,1.834615385,0.656323287,2,0,0,11,0,0,0,1,0,0,2,9,2,0,0,Valentine Lake,Mississippi River - Twin Cities,-93.16496542,45.05824113,13,13,3.538461539,2,C,Valentine Lake-1,286,,,0,0,320900,121600,2054,1247.75,0,0,243,255,0,228000,138009.25,3498,1404,2,0
62007200-01,2007,-3.0258085,0.411242289,1.281818182,0.521187455,0,2,1,8,0,0,0,1,0,0,0,5,0,3,3,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,11,11,3.545454546,3.363636364,C,Karth Lake-1,809,,,0,0,303700,204200,1870,1112.5,0,6,735,775,0,191500,151600,3430,2527,24,0
62007200-01,2008,-3.179009674,0.307038564,1.307692308,0.495751178,3,7,1,0,0,0,0,1,0,0,4,5,4,0,0,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,11,13,1.818181818,2,C,Karth Lake-1,813,,,0,0,307300,194000,1892,1113,0,10,735,781,0,191500,151810,3416,2320,16,0
62007200-01,2009,-2.889518751,0.441932984,0.967857143,0.444456082,3,1,0,10,0,0,0,1,0,0,2,8,2,2,0,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,14,14,3.214285714,2.285714286,C,Karth Lake-1,817,0.418822086,1.071560018,0,0,284200,183150,1877,1112.5,0,815,0,783,0,185900,156960,3270,2342,14,2
62007200-01,2010,-3.165004202,0.270749648,1.753571429,0.803948019,2,4,5,3,0,0,0,1,0,0,0,3,5,6,0,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,14,14,2.642857143,3.214285714,C,Karth Lake-1,817,0.418822086,1.071560018,0,0,254200,168000,1892,1112.5,0,8,673,783,0,185000,166260,3174,2246,24,0
62007200-01,2011,-3.365282508,0.257806801,2.507692308,1.183540971,1,8,4,0,0,0,0,0,1,0,0,9,4,0,0,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,13,13,2.230769231,2.307692308,B,Karth Lake-1,814,0.410086527,1.068457928,0,0,246050,178400,1900,1165,0,8,725,777,0,185000,171210,3300,2505,20,0
62007200-01,2012,-3.115902664,0.365174663,1.8,0.481983083,0,1,11,2,0,0,0,0,1,0,0,1,7,5,1,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,14,14,3.071428571,3.428571429,B,Karth Lake-1,815,0.419852399,1.076558089,0,0,225700,172900,1900,1164,0,4,723,781,0,200000,181500,,,30,0
62007200-01,2013,-3.812141137,0.379000376,2.715384615,0.73012117,0,0,3,10,0,0,0,0,1,0,0,4,2,6,1,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,13,13,3.769230769,3.307692308,B,Karth Lake-1,815,0.419852399,1.076558089,0,0,245900,175600,1908,1164,0,4,719,781,0,205000,184000,,,28,0
62007200-01,2014,-3.575809198,0.319167161,1.585714286,0.531843156,0,0,5,9,0,0,0,0,1,0,0,3,7,4,0,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,14,14,3.642857143,3.071428571,B,Karth Lake-1,813,0.420651907,1.07674006,0,0,245900,175600,1912,1165,0,6,710,780,0,206500,191000,3684,2892,24,0
62018700-01,2008,-1.891916327,0.571139633,0.6,0.447213596,0,4,0,8,0,1,0,0,0,0,0,4,0,8,0,Lake Forest,Mississippi River - Twin Cities,-93.22126005,45.06153495,12,12,3.333333333,3.333333333,F,Lake Forest-1,442,,,0,0,305300,95375,2092,753.75,0,2,404,428,2,225000,131200,3719,1216,8,0
62018700-01,2009,-1.827063836,0.371178829,0.65,0.358468967,1,3,3,4,0,1,0,0,0,0,3,1,1,6,0,Lake Forest,Mississippi River - Twin Cities,-93.22126005,45.06153495,11,11,2.909090909,2.909090909,F,Lake Forest-1,442,0.363393665,0.129593027,0,0,299400,99675,2101,696.5,0,442,0,428,2,217450,135000,3836,1372,4,0
62020400-01,2006,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Langton Lake,Mississippi River - Twin Cities,-93.17975951,45.03212549,0,0,,,C,Langton Lake-2,264,,,0,0,249300,60300,1507,885.25,0,2,224,234,0,190750,117000,2674,638,10,0
70001800-01,2004,-3.79445722,0.300196358,1.94,0.435562034,0,0,0,14,0,0,0,0,1,0,1,7,6,0,0,Cates Lake,Lower Minnesota River,-93.39037061,44.72747129,14,14,4,2.357142857,B,Cates Lake-1,580,0.752530329,1.154950926,0,0,230800,225750,1348,598,0,0,447,509,3,225000,225100,,,39,0
70001800-01,2005,-3.8830732,0.280233492,1.930769231,0.149357599,0,0,0,13,0,0,0,0,1,0,0,2,10,1,0,Cates Lake,Lower Minnesota River,-93.39037061,44.72747129,13,13,4,2.923076923,B,Cates Lake-1,384,0.734188482,1.112340346,0,0,238000,234800,1380,629.75,0,0,304,0,0,240000,234208.25,,,22,0
70001800-01,2006,-3.699656838,0.224612434,1.792857143,0.294734002,0,0,0,14,0,0,0,0,1,0,1,3,8,2,0,Cates Lake,Lower Minnesota River,-93.39037061,44.72747129,14,14,4,2.785714286,B,Cates Lake-1,380,0.734021164,1.16514487,0,0,295100,258400,1392,609,0,0,302,0,0,270764,249890.5,,,0,2
70001800-01,2007,-4.047843822,0.306038869,1.992307692,0.205999751,0,0,0,12,0,0,0,0,1,0,1,3,7,1,0,Cates Lake,Lower Minnesota River,-93.39037061,44.72747129,12,12,4,2.666666667,B,Cates Lake-1,384,0.733664922,1.159018126,0,0,322650,254225,1392.5,608.75,0,0,312,0,0,275331,261646,,,0,0
70001800-01,2008,-4.023945776,0.117993482,2.1,0.184390889,0,0,0,12,0,0,0,0,1,0,0,3,7,2,0,Cates Lake,Lower Minnesota River,-93.39037061,44.72747129,12,12,4,2.916666667,B,Cates Lake-1,384,0.735235602,1.159742402,0,0,321300,228200,1400,609,0,0,314,0,0,284662.5,265100,,,14,0
70001800-01,2009,-3.931308901,0.442946079,1.992307692,0.221590984,0,0,0,13,0,0,0,0,1,0,0,3,6,4,0,Cates Lake,Lower Minnesota River,-93.39037061,44.72747129,13,13,4,3.076923077,B,Cates Lake-1,384,0.733664922,1.159018126,0,0,293700,258625,1392.5,608.75,0,0,312,0,0,274475,247000,,,0,0
70001800-01,2010,-4.115599582,0.297865393,2.230769231,0.322450553,0,0,0,11,0,0,0,0,0,1,0,1,7,5,0,Cates Lake,Lower Minnesota River,-93.39037061,44.72747129,11,13,4,3.307692308,A,Cates Lake-1,384,0.733612565,1.158874482,0,0,303450,204200,1423.5,609,0,0,304,0,0,289281,246646,,,14,0
